GroupID,IndID,group_size,transform_grandmc,similar,similarL1_groupmc,similarL2,tau_00,v0j,tau_01,tau_10,tau_11,v1j,gamma_00,u0j,gamma_01,gamma_10,gamma_11,u1j,LMX,sigma_i,e_ij,transform_c2
3,1,8,-0.131090014,-0.646055391,-0.341898095,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,0.185356469,1.017274102,0.717364655,-2.131090014
3,2,8,-0.131090014,-0.007853711,0.296303585,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,-1.186027782,0.95287212,-1.05576699,-2.131090014
3,3,8,-0.131090014,-1.531992006,-1.227834711,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,0.301591701,1.113953027,1.391296205,-2.131090014
3,4,8,-0.131090014,-0.022036417,0.282120879,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,-0.893980255,0.954258036,-0.754791461,-2.131090014
3,5,8,-0.131090014,-0.436186992,-0.132029696,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,-0.106489883,0.995629437,0.293406332,-2.131090014
3,6,8,-0.131090014,0.282514321,0.586671617,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,0.101037028,0.924936033,0.048511401,-2.131090014
3,7,8,-0.131090014,0.97871146,1.282868756,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,-0.148668583,0.861246013,-0.639449695,-2.131090014
3,8,8,-0.131090014,-1.051045439,-0.746888143,-0.304157296,-0.143841036,0.067198254,-0.15,-0.15,0.075,0.057354472,0,-0.098906685,0.559016994,0.559016994,-0.279508497,0.03384135,-1.251126099,1.060381638,-0.464177035,-2.131090014
4,1,8,-1.140775476,-0.227494761,0.021881413,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.946689472,1.033784249,-0.600366982,-3.140775476
4,2,8,-1.140775476,-1.132783491,-0.883407317,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-2.341061252,1.340141558,-1.528550606,-3.140775476
4,3,8,-1.140775476,0.15823287,0.407609044,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.502956417,0.925553597,-0.355268514,-3.140775476
4,4,8,-1.140775476,-0.34090461,-0.091528435,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.13077737,1.067950148,0.27394674,-3.140775476
4,5,8,-1.140775476,0.9067572,1.156133374,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,0.245967919,0.746792779,0.008195179,-3.140775476
4,6,8,-1.140775476,0.924080025,1.1734562,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.598473855,0.743093021,-0.845167171,-3.140775476
4,7,8,-1.140775476,-1.818274552,-1.568898377,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.398730817,1.631186575,0.766780814,-3.140775476
4,8,8,-1.140775476,-1.377080593,-1.127704419,-0.249376174,-0.143841036,0.031856631,-0.15,-0.15,0.075,-0.051145011,0,0.198198009,0.559016994,0.559016994,-0.279508497,-0.362912692,-0.076658405,1.437371363,0.861655657,-3.140775476
5,1,8,-0.18845062,1.373548058,1.4305712,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,1.296237357,0.595349065,0.522818369,-2.18845062
5,2,8,-0.18845062,-0.945104134,-0.888080992,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,-0.771109855,1.056293594,-0.264815866,-2.18845062
5,3,8,-0.18845062,0.053238502,0.110261644,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,-0.160031403,0.82521492,-0.20474374,-2.18845062
5,4,8,-0.18845062,-0.511789287,-0.454766146,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,0.090755575,0.948961409,0.357893975,-2.18845062
5,5,8,-0.18845062,-0.555622693,-0.498599551,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,-0.794479305,0.95930358,-0.503148326,-2.18845062
5,6,8,-0.18845062,0.070385361,0.127408503,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,-1.156356895,0.821723249,-1.210532945,-2.18845062
5,7,8,-0.18845062,-0.130486988,-0.073463846,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,-0.146409758,0.863571646,-0.089720128,-2.18845062
5,8,8,-0.18845062,0.003697756,0.060720898,-0.057023142,-0.143841036,-0.048402596,-0.15,-0.15,0.075,-0.083153638,0,0.084517996,0.559016994,0.559016994,-0.279508497,-0.059769483,0.166885385,0.835386644,0.149515629,-2.18845062
6,1,6,1.494221944,-0.473157654,-0.74466858,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,0.88403477,0.752420257,0.492342495,-0.505778056
6,2,6,1.494221944,0.490340263,0.218829336,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,0.684311881,0.773241275,-0.045186209,-0.505778056
6,3,6,1.494221944,0.12867285,-0.142838077,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,1.304365946,0.765359005,0.701669744,-0.505778056
6,4,6,1.494221944,1.319281874,1.047770948,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,-0.362891913,0.79161505,-1.383019898,-0.505778056
6,5,6,1.494221944,0.42725045,0.155739524,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,0.452876265,0.771860458,-0.254502312,-0.505778056
6,6,6,1.494221944,-0.716429643,-0.98794057,0.271510927,-0.143841036,0.070626236,-0.15,-0.15,0.075,0.066263574,0,-0.044394489,0.559016994,0.559016994,-0.279508497,0.209234313,0.865262103,0.747252444,0.558861857,-0.505778056
7,1,6,-0.955433638,-0.235364229,-0.530988202,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,0.996509222,1.104035941,1.599862473,-2.955433638
7,2,6,-0.955433638,-0.553634206,-0.849258179,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,-1.597931643,1.17698653,-0.655325715,-2.955433638
7,3,6,-0.955433638,0.012645321,-0.282978652,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,0.362830752,1.050338772,0.701823838,-2.955433638
7,4,6,-0.955433638,0.04199971,-0.253624262,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,0.745219442,1.044158561,1.052922881,-2.955433638
7,5,6,-0.955433638,-0.638296437,-0.933920409,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,0.744082194,1.197190843,1.776931909,-2.955433638
7,6,6,-0.955433638,0.360496976,0.064873003,0.295623972,-0.143841036,0.084864094,-0.15,-0.15,0.075,0.020617883,0,0.146116055,0.559016994,0.559016994,-0.279508497,0.239858546,0.807235414,0.979396004,0.775443903,-2.955433638
8,1,6,-0.867262285,0.326447997,-0.046453532,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,-0.077355417,0.89119886,-0.032673968,-2.867262285
8,2,6,-0.867262285,0.554402008,0.181500479,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,0.310907229,0.814271847,0.170223883,-2.867262285
8,3,6,-0.867262285,0.371474584,-0.001426945,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,1.58004112,0.875448533,1.588108411,-2.867262285
8,4,6,-0.867262285,0.210664085,-0.162237444,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,-0.383657934,0.93301363,-0.24482477,-2.867262285
8,5,6,-0.867262285,-1.190656373,-1.563557903,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,-1.200815509,1.625164608,0.077525919,-2.867262285
8,6,6,-0.867262285,0.047473116,-0.325428414,0.37290153,-0.143841036,-0.02053397,-0.15,-0.15,0.075,-0.180970797,0,0.101185496,0.559016994,0.559016994,-0.279508497,0.011743336,-0.016128984,0.99530175,0.255405774,-2.867262285
9,1,5,0.150315708,-0.044870923,0.572253359,-0.617124282,-0.143841036,0.163467966,-0.15,-0.15,0.075,-0.191329079,0,-0.09065361,0.559016994,0.559016994,-0.279508497,0.478203178,-1.070243713,0.912368503,-1.258982154,-1.849684292
9,2,5,0.150315708,-0.310010848,0.307113434,-0.617124282,-0.143841036,0.163467966,-0.15,-0.15,0.075,-0.191329079,0,-0.09065361,0.559016994,0.559016994,-0.279508497,0.478203178,-0.873743147,0.995808364,-0.798612836,-1.849684292
9,3,5,0.150315708,-1.13137088,-0.514246598,-0.617124282,-0.143841036,0.163467966,-0.15,-0.15,0.075,-0.191329079,0,-0.09065361,0.559016994,0.559016994,-0.279508497,0.478203178,-3.582121629,1.305901842,-2.689569169,-1.849684292
9,4,5,0.150315708,-0.444142215,0.172982067,-0.617124282,-0.143841036,0.163467966,-0.15,-0.15,0.075,-0.191329079,0,-0.09065361,0.559016994,0.559016994,-0.279508497,0.478203178,-1.23262294,1.040883984,-1.024004334,-1.849684292
9,5,5,0.150315708,-0.126520509,0.490603773,-0.617124282,-0.143841036,0.163467966,-0.15,-0.15,0.075,-0.191329079,0,-0.09065361,0.559016994,0.559016994,-0.279508497,0.478203178,-0.194572502,0.937290115,-0.302052814,-1.849684292
10,1,5,-0.661265904,-0.021319655,-0.569970535,0.54865088,-0.143841036,-0.005057648,-0.15,-0.15,0.075,-0.110213086,0,0.101386201,0.559016994,0.559016994,-0.279508497,0.123624425,-0.061548794,1.011578237,0.266154723,-2.661265904
10,2,5,-0.661265904,-0.662376415,-1.211027295,0.54865088,-0.143841036,-0.005057648,-0.15,-0.15,0.075,-0.110213086,0,0.101386201,0.559016994,0.559016994,-0.279508497,0.123624425,-0.614499611,1.233821487,0.269301965,-2.661265904
10,3,5,-0.661265904,-0.002145253,-0.550796133,0.54865088,-0.143841036,-0.005057648,-0.15,-0.15,0.075,-0.110213086,0,0.101386201,0.559016994,0.559016994,-0.279508497,0.123624425,0.52240387,1.005586887,0.833474153,-2.661265904
10,4,5,-0.661265904,0.184415908,-0.364234972,0.54865088,-0.143841036,-0.005057648,-0.15,-0.15,0.075,-0.110213086,0,0.101386201,0.559016994,0.559016994,-0.279508497,0.123624425,-2.045340869,0.949113577,-1.896106957,-2.661265904
10,5,5,-0.661265904,-0.901608322,-1.450259202,0.54865088,-0.143841036,-0.005057648,-0.15,-0.15,0.075,-0.110213086,0,0.101386201,0.559016994,0.559016994,-0.279508497,0.123624425,-1.892763291,1.328741453,-0.801435008,-2.661265904
11,1,6,0.147241002,0.615036539,0.447202211,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,0.327831163,0.832233558,-0.035253412,-1.852758998
11,2,6,0.147241002,1.582671822,1.414837495,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,0.61198514,0.715355327,-0.003533594,-1.852758998
11,3,6,0.147241002,-1.018626886,-1.186461214,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,1.111347423,1.074499899,1.174448685,-1.852758998
11,4,6,0.147241002,0.127320547,-0.04051378,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,1.158129002,0.898197229,0.922278498,-1.852758998
11,5,6,0.147241002,-1.441764417,-1.609598744,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,-0.307545165,1.148012426,-0.134056892,-1.852758998
11,6,6,0.147241002,-0.373490318,-0.541324646,0.167834328,-0.143841036,0.070038511,-0.15,-0.15,0.075,-0.01743851,0,0.098854426,0.559016994,0.559016994,-0.279508497,-0.256984501,0.499530102,0.971376569,0.394329825,-1.852758998
12,1,7,-0.383262295,-0.187575488,-0.063354608,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,-1.916110913,0.95698292,-1.716383389,-2.383262295
12,2,7,-0.383262295,0.640495309,0.764716189,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,0.029949587,0.819525858,-0.247484455,-2.383262295
12,3,7,-0.383262295,-0.877647671,-0.753426791,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,-1.685233935,1.088988259,-1.087864175,-2.383262295
12,4,7,-0.383262295,1.214895146,1.339116026,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,0.263999062,0.735953742,-0.344423015,-2.383262295
12,5,7,-0.383262295,0.069979521,0.194200401,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,-0.199331516,0.911924618,-0.148015641,-2.383262295
12,6,7,-0.383262295,-1.374981855,-1.250760975,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,-1.856948735,1.195275727,-0.972998699,-2.383262295
12,7,7,-0.383262295,-2.100162531,-1.975941651,-0.12422088,-0.143841036,0.031048534,-0.15,-0.15,0.075,-0.008509357,0,0.046111802,0.559016994,0.559016994,-0.279508497,-0.089909248,-3.87871324,1.369122325,-2.576890301,-2.383262295
13,1,6,-2.516443347,-1.902392061,-1.675295666,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-6.838104666,2.160657774,-3.827470248,-4.516443347
13,2,6,-2.516443347,-1.815453696,-1.588357301,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-4.640214148,2.087059581,-1.734969462,-4.516443347
13,3,6,-2.516443347,0.299671613,0.526768008,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-0.594754838,0.898163531,-0.253539155,-4.516443347
13,4,6,-2.516443347,-1.236865724,-1.009769329,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-3.174734442,1.657170726,-0.970874367,-4.516443347
13,5,6,-2.516443347,0.715747949,0.942844343,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-0.728094974,0.760891134,-0.891261602,-4.516443347
13,6,6,-2.516443347,-0.827577394,-0.600480999,-0.227096395,-0.143841036,-0.039283631,-0.15,-0.15,0.075,-0.059900009,0,0.065670249,0.559016994,0.559016994,-0.279508497,-0.050149257,-3.641427493,1.407698111,-1.933721071,-4.516443347
14,1,5,-0.271425703,-0.553274817,-0.88986399,0.336589173,-0.143841036,-0.031527692,-0.15,-0.15,0.075,0.109387479,0,0.0975002,0.559016994,0.559016994,-0.279508497,-0.093955013,-0.736560776,0.865489517,-0.441797517,-2.271425703
14,2,5,-0.271425703,-0.308768873,-0.645358046,0.336589173,-0.143841036,-0.031527692,-0.15,-0.15,0.075,0.109387479,0,0.0975002,0.559016994,0.559016994,-0.279508497,-0.093955013,0.502828117,0.852683018,0.665331321,-2.271425703
14,3,5,-0.271425703,1.739093736,1.402504563,0.336589173,-0.143841036,-0.031527692,-0.15,-0.15,0.075,0.109387479,0,0.0975002,0.559016994,0.559016994,-0.279508497,-0.093955013,0.991236303,0.752597694,0.045993749,-2.271425703
14,4,5,-0.271425703,-0.649076752,-0.985665925,0.336589173,-0.143841036,-0.031527692,-0.15,-0.15,0.075,0.109387479,0,0.0975002,0.559016994,0.559016994,-0.279508497,-0.093955013,1.225032503,0.870559626,1.571617689,-2.271425703
14,5,5,-0.271425703,1.198916453,0.86232728,0.336589173,-0.143841036,-0.031527692,-0.15,-0.15,0.075,0.109387479,0,0.0975002,0.559016994,0.559016994,-0.279508497,-0.093955013,-0.412569964,0.777796659,-1.065615625,-2.271425703
15,1,7,0.868499727,0.773804662,0.591249765,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,1.680743547,0.789911412,1.132950971,-1.131500273
15,2,7,0.868499727,-0.294632883,-0.47718778,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,-1.095472837,0.958145656,-1.039803195,-1.131500273
15,3,7,0.868499727,-0.374531827,-0.557086723,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,-0.469743711,0.972080354,-0.368946495,-1.131500273
15,4,7,0.868499727,-0.351494433,-0.53404933,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,1.189089115,0.968041876,1.276874623,-1.131500273
15,5,7,0.868499727,-0.749170235,-0.931725132,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,-1.396431173,1.040170538,-1.084035136,-1.131500273
15,6,7,0.868499727,0.138543708,-0.044011189,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,2.192521866,0.88600252,2.003529846,-1.131500273
15,7,7,0.868499727,0.282437741,0.099882844,0.182554897,-0.143841036,0.129085429,-0.15,-0.15,0.075,-0.09584903,0,-0.205203792,0.559016994,0.559016994,-0.279508497,0.248544195,-0.165109103,0.863260484,-0.435373644,-1.131500273
16,1,6,-0.579199897,-0.551478955,-0.255770703,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,-2.074773449,1.053947983,-1.519013023,-2.579199897
16,2,6,-0.579199897,-0.451622936,-0.155914684,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,-1.31383635,1.018113101,-0.820317779,-2.579199897
16,3,6,-0.579199897,1.301682132,1.597390384,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,0.686614288,0.554644306,0.08726975,-2.579199897
16,4,6,-0.579199897,-2.709350357,-2.413642105,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,-0.117816752,2.225701363,1.782979454,-2.579199897
16,5,6,-0.579199897,-0.774839038,-0.479130786,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,-2.328556531,1.138736611,-1.633572191,-2.579199897
16,6,6,-0.579199897,-1.677656141,-1.381947889,-0.295708252,-0.143841036,0.005503917,-0.15,-0.15,0.075,-0.152979626,0,-0.019620552,0.559016994,0.559016994,-0.279508497,-0.097592283,-2.09867736,1.556863108,-0.840952671,-2.579199897
17,1,5,-0.928215796,-1.110968503,-0.914656351,-0.196312152,-0.143841036,0.063107909,-0.15,-0.15,0.075,0.17837354,0,0.089311235,0.559016994,0.559016994,-0.279508497,0.193536001,-2.45172735,1.082483699,-1.166868326,-2.928215796
17,2,5,-0.928215796,-0.100935743,0.095376409,-0.196312152,-0.143841036,0.063107909,-0.15,-0.15,0.075,0.17837354,0,0.089311235,0.559016994,0.559016994,-0.279508497,0.193536001,-0.19059447,1.038317588,0.072114231,-2.928215796
17,3,5,-0.928215796,0.433579564,0.629891715,-0.196312152,-0.143841036,0.063107909,-0.15,-0.15,0.075,0.17837354,0,0.089311235,0.559016994,0.559016994,-0.279508497,0.193536001,1.013765411,1.015678513,0.73554612,-2.928215796
17,4,5,-0.928215796,0.571384945,0.767697097,-0.196312152,-0.143841036,0.063107909,-0.15,-0.15,0.075,0.17837354,0,0.089311235,0.559016994,0.559016994,-0.279508497,0.193536001,1.025833587,1.009922319,0.608155636,-2.928215796
